Scattering angle = 0
Wavelength	Ref Index (real)	Ref Index (imaginary)	Cext	Csca	Cabs
 561.1381 	 0.377878553016185 	 2.60689671324897 	 3.1813534077504E-16 	 2.27972328480968E-17 	 2.95338107926943E-16 
 562.042 	 0.374099826709315 	 2.61790899991836 	 3.09683135406458E-16 	 2.24999694181997E-17 	 2.87183165988258E-16 
 562.9473 	 0.370314870637364 	 2.62893944190077 	 3.0143298789275E-16 	 2.22069490716124E-17 	 2.79226038821137E-16 
 563.854 	 0.366523933990937 	 2.63998731298369 	 2.93381129849743E-16 	 2.19181486935157E-17 	 2.71462981156228E-16 
 564.7622 	 0.362727016770034 	 2.65105261316711 	 2.85522852742107E-16 	 2.16335243876876E-17 	 2.6388932835442E-16 
 565.6719 	 0.35892386978405 	 2.66213606866356 	 2.77853992876681E-16 	 2.13530396551E-17 	 2.56500953221581E-16 
 566.5831 	 0.355114742223589 	 2.67323695326052 	 2.70370873959638E-16 	 2.10766647879038E-17 	 2.49294209171734E-16 
 567.4957 	 0.351299135707446 	 2.68435671938302 	 2.63069393472378E-16 	 2.08043593069485E-17 	 2.4226503416543E-16 
 568.4098 	 0.347477797807429 	 2.69549318839351 	 2.55945083656989E-16 	 2.05360729166634E-17 	 2.35409010740325E-16 
 569.3253 	 0.343649980951729 	 2.70664853892955 	 2.48993984270962E-16 	 2.02717627781342E-17 	 2.28722221492827E-16 
 570.2424 	 0.339816183521552 	 2.71782131856609 	 2.42212191765516E-16 	 2.00113848642073E-17 	 2.22200806901309E-16 
 571.1609 	 0.335976156326295 	 2.72901225351565 	 2.3559624842115E-16 	 1.97549019740467E-17 	 2.15841346447103E-16 
 572.0808 	 0.332129899365958 	 2.74022134377825 	 2.29141584942097E-16 	 1.95022522207456E-17 	 2.09639332721351E-16 
 573.0023 	 0.328277412640542 	 2.75144858935387 	 2.22845243084638E-16 	 1.92534044249124E-17 	 2.03591838659725E-16 
 573.9253 	 0.324418945340648 	 2.76269326403 	 2.16703175862548E-16 	 1.90083032573772E-17 	 1.9769487260517E-16 
 574.8497 	 0.320553999085072 	 2.77395682023167 	 2.10711787150556E-16 	 1.87669006942242E-17 	 1.91944886456332E-16 
 575.7756 	 0.316683072255019 	 2.78523780553385 	 2.0486754516422E-16 	 1.85291482434982E-17 	 1.86338396920721E-16 
 576.7031 	 0.312805666469283 	 2.79653767236158 	 1.99166983002255E-16 	 1.82949970392275E-17 	 1.80871985963028E-16 
 577.632 	 0.30892228010907 	 2.80785496828981 	 1.93606699021094E-16 	 1.80643979289958E-17 	 1.75542301092099E-16 
 578.5624 	 0.305032414793174 	 2.81919114574359 	 1.8818335705546E-16 	 1.7837301555394E-17 	 1.70346055500066E-16 
 579.4943 	 0.301136319712198 	 2.83054547851039 	 1.8289368649794E-16 	 1.76136584316767E-17 	 1.65280028066263E-16 
 580.4277 	 0.297233994866142 	 2.84191796659023 	 1.77734184851612E-16 	 1.73934125275061E-17 	 1.60340772324106E-16 
 581.3626 	 0.293325440255006 	 2.85330860998309 	 1.72702314931344E-16 	 1.71765273994659E-17 	 1.55525787531878E-16 
 582.299 	 0.28967538627218 	 2.86465946177756 	 1.67940814559961E-16 	 1.69625165985906E-17 	 1.5097829796137E-16 
 583.237 	 0.287516472362815 	 2.87569691365811 	 1.64055803455448E-16 	 1.67497149160822E-17 	 1.47306088539366E-16 
 584.1764 	 0.285354128557179 	 2.88675190089054 	 1.60262962953564E-16 	 1.65404430171098E-17 	 1.43722519936454E-16 
 585.1174 	 0.28318835485527 	 2.89782442347483 	 1.56559490635768E-16 	 1.63346178591274E-17 	 1.4022487277664E-16 
 586.0598 	 0.281019014061239 	 2.90891518282506 	 1.5294309598209E-16 	 1.61321706811179E-17 	 1.36810925300972E-16 
 587.0038 	 0.278846106175085 	 2.92002417894124 	 1.49411747794675E-16 	 1.59330398952498E-17 	 1.33478707899425E-16 
 587.9493 	 0.276669768392659 	 2.93115071040929 	 1.45963263974581E-16 	 1.57371592518787E-17 	 1.30226104722702E-16 
 588.8964 	 0.274490000713962 	 2.94229477722921 	 1.42595335367961E-16 	 1.55444584653473E-17 	 1.27050876902613E-16 
 589.8449 	 0.272306528747291 	 2.95345778222914 	 1.39305912224957E-16 	 1.53548744757665E-17 	 1.23951037749191E-16 
 590.795 	 0.270119764080198 	 2.96463762116687 	 1.36093178439205E-16 	 1.51683508015939E-17 	 1.20924827637611E-16 
 591.7466 	 0.267929295125132 	 2.97583639828462 	 1.3295500787891E-16 	 1.49848216149126E-17 	 1.17970186263997E-16 
 592.6998 	 0.265735396273795 	 2.98705271075424 	 1.29889683221894E-16 	 1.48042328481772E-17 	 1.15085450373717E-16 
 593.6544 	 0.263537930330334 	 2.9982872599898 	 1.26895027390814E-16 	 1.4626516619395E-17 	 1.12268510771419E-16 
 594.6107 	 0.261337034490602 	 3.00953934457723 	 1.23969589328043E-16 	 1.44516262814216E-17 	 1.09517963046622E-16 
 595.5684 	 0.259132434362896 	 3.02081036734468 	 1.21111463911918E-16 	 1.42795015445908E-17 	 1.06831962367327E-16 
 596.5277 	 0.256924404338918 	 3.032098925464 	 1.18318962138156E-16 	 1.41100883156236E-17 	 1.04208873822532E-16 
 597.4886 	 0.254712670026966 	 3.04340642176334 	 1.1559044082659E-16 	 1.39433336785964E-17 	 1.01647107147993E-16 
 598.451 	 0.252497505818743 	 3.05473145341455 	 1.1292444667644E-16 	 1.37791902417748E-17 	 9.91452564346654E-17 
 599.4149 	 0.250278774518397 	 3.0660747218317 	 1.10319130049586E-16 	 1.36175985323581E-17 	 9.67015315172282E-17 
 600.3804 	 0.248056338930077 	 3.07743692842887 	 1.07773126648027E-16 	 1.34585134892503E-17 	 9.43146131587771E-17 
 601.3475 	 0.245830473445486 	 3.08881667037791 	 1.05284964018609E-16 	 1.33018866631384E-17 	 9.19830773554709E-17 
 602.3161 	 0.24360090367292 	 3.10021535050697 	 1.02853209416428E-16 	 1.31476706622385E-17 	 8.97055387541898E-17 
 603.2862 	 0.241367766808232 	 3.11163226740197 	 1.00476468679799E-16 	 1.29958191293079E-17 	 8.74806495504911E-17 
 604.258 	 0.239131062851422 	 3.12306742106292 	 9.81532598711849E-17 	 1.28462828870549E-17 	 8.530697698413E-17 
 605.2313 	 0.236890791802488 	 3.1345208114898 	 9.58825163184116E-17 	 1.26990253263512E-17 	 8.31834909920604E-17 
 606.2061 	 0.234646953661432 	 3.14599243868264 	 9.36627055208569E-17 	 1.25539954740959E-17 	 8.1108710046761E-17 
 607.1826 	 0.232399411232402 	 3.15748300405549 	 9.14925856728125E-17 	 1.24111511250517E-17 	 7.90814345477607E-17 
 608.1606 	 0.23014830171125 	 3.16899180619429 	 8.93710614877772E-17 	 1.22704545008101E-17 	 7.71006069869671E-17 
 609.1402 	 0.227893487902124 	 3.1805195465131 	 8.72969479384289E-17 	 1.21318649783252E-17 	 7.51650829601037E-17 
 610.1213 	 0.225635107000875 	 3.19206552359786 	 8.52690915561316E-17 	 1.19953428188437E-17 	 7.32737487372878E-17 
 611.1041 	 0.223373021811652 	 3.20363043886264 	 8.32861584123099E-17 	 1.1860842562876E-17 	 7.14253158494339E-17 
 612.0884 	 0.221107369530307 	 3.21521359089336 	 8.13473797662152E-17 	 1.17283362682978E-17 	 6.96190434979174E-17 
 613.0743 	 0.218838012960988 	 3.2268156811041 	 7.94513820639377E-17 	 1.15977770536043E-17 	 6.78536050103334E-17 
 614.0618 	 0.216564952103696 	 3.23843670949486 	 7.75973399198769E-17 	 1.14691350918057E-17 	 6.61282048280712E-17 
 615.0509 	 0.21428832415428 	 3.25007597465157 	 7.57842441784445E-17 	 1.13423747595031E-17 	 6.44418694189414E-17 
 616.0416 	 0.212007991916892 	 3.26173417798829 	 7.4010925157269E-17 	 1.12174552875118E-17 	 6.27934698697572E-17 
 617.0339 	 0.209803304906929 	 3.27319425477518 	 7.23183014278652E-17 	 1.10952752345748E-17 	 6.12230261932904E-17 
 618.0277 	 0.208172384296713 	 3.28309627266658 	 7.09349688064764E-17 	 1.09809019738781E-17 	 5.99540668325983E-17 
 619.0232 	 0.206538920721829 	 3.29301372998617 	 6.9577118200726E-17 	 1.08680135487299E-17 	 5.87091046519961E-17 
 620.0203 	 0.204902816375941 	 3.30294722055813 	 6.8244308511555E-17 	 1.07565883898443E-17 	 5.74877201217108E-17 
 621.019 	 0.203263973452716 	 3.3128973382066 	 6.69359047518565E-17 	 1.06465983419932E-17 	 5.62893064098633E-17 
 622.0193 	 0.201622587564822 	 3.32286289528327 	 6.56514892841259E-17 	 1.05380227759883E-17 	 5.51134665081376E-17 
 623.0212 	 0.199978560905925 	 3.33284448561229 	 6.43906496916853E-17 	 1.0430841320493E-17 	 5.39598083711923E-17 
 624.0247 	 0.198331893476025 	 3.34284210919368 	 6.31527910358468E-17 	 1.03250273840365E-17 	 5.28277636518103E-17 
 625.0298 	 0.196682487468788 	 3.35285635985158 	 6.19375227366248E-17 	 1.02205614776807E-17 	 5.17169612589442E-17 
 626.0366 	 0.195030538496882 	 3.36288604993768 	 6.07443989284663E-17 	 1.01174222758539E-17 	 5.06269766526124E-17 
 627.045 	 0.193375850947639 	 3.3729323671003 	 5.95729834121092E-17 	 1.00155888513543E-17 	 4.95573945607548E-17 
 628.055 	 0.191718522627393 	 3.38299471751528 	 5.84227916897584E-17 	 9.91503866596829E-18 	 4.85077530237901E-17 
 629.0666 	 0.190058455729811 	 3.39307369500678 	 5.72934662520693E-17 	 9.81575364071724E-18 	 4.74777126113521E-17 
 630.0799 	 0.188395845867559 	 3.40316811192647 	 5.61845984785827E-17 	 9.71771399216456E-18 	 4.64668844864182E-17 
 631.0948 	 0.186730497427971 	 3.41327915592268 	 5.50957341778514E-17 	 9.62089841248493E-18 	 4.54748357653665E-17 
 632.1113 	 0.185062410411046 	 3.42340682699541 	 5.40265386185801E-17 	 9.52528980463563E-18 	 4.45012488139445E-17 
 633.1295 	 0.183391682623118 	 3.4335505313205 	 5.29766288672835E-17 	 9.43086945941244E-18 	 4.3545759407871E-17 
 634.1493 	 0.181718314064187 	 3.44371026889795 	 5.19455789828998E-17 	 9.33761722476398E-18 	 4.26079617581359E-17 
 635.1707 	 0.18004220692792 	 3.45388663355192 	 5.09330754350523E-17 	 9.24551692594732E-18 	 4.1687558509105E-17 
 636.1938 	 0.178363361214316 	 3.4640796252824 	 4.99386608295254E-17 	 9.15454742043823E-18 	 4.07841134090871E-17 
 637.2185 	 0.176681874729709 	 3.47428865026525 	 4.89621342923269E-17 	 9.06469659080788E-18 	 3.98974377015191E-17 
 638.2449 	 0.174997649667765 	 3.48451430232461 	 4.80030070995602E-17 	 8.97594230502751E-18 	 3.90270647945327E-17 
 639.273 	 0.173310686028485 	 3.4947565814605 	 4.70610408319684E-17 	 8.8882712499894E-18 	 3.8172769581979E-17 
 640.3027 	 0.171621081618202 	 3.50501489384874 	 4.61358603494252E-17 	 8.80166537652316E-18 	 3.73341949729021E-17 
 641.334 	 0.169928738630582 	 3.5152898333135 	 4.52271455783031E-17 	 8.7161086188961E-18 	 3.6511036959407E-17 
 642.367 	 0.168233559259293 	 3.52558199367894 	 4.43345831265986E-17 	 8.63158519948984E-18 	 3.57029979271087E-17 
 643.4017 	 0.166535739117001 	 3.53589018729673 	 4.34579089648392E-17 	 8.5480811341106E-18 	 3.49098278307286E-17 
 644.4381 	 0.164835180397371 	 3.54621500799105 	 4.25967361104985E-17 	 8.46557815406763E-18 	 3.41311579564309E-17 
 645.4761 	 0.163131883100406 	 3.55655645576189 	 4.17508551843842E-17 	 8.38406430733155E-18 	 3.33667908770526E-17 
 646.5158 	 0.161425847226104 	 3.56691453060925 	 4.09198948723449E-17 	 8.30352197238581E-18 	 3.26163728999591E-17 
 647.5571 	 0.159717072774465 	 3.57728923253312 	 4.01036149781329E-17 	 8.22393821069107E-18 	 3.18796767674418E-17 
 648.6002 	 0.15800555974549 	 3.58768056153352 	 3.93017779593416E-17 	 8.14530023342642E-18 	 3.11564777259152E-17 
 649.6449 	 0.156291210332846 	 3.59808911143459 	 3.85139966444653E-17 	 8.067589988792E-18 	 3.04464066556733E-17 
 650.6913 	 0.154574122342864 	 3.60851428841219 	 3.77401224053084E-17 	 7.99079793913722E-18 	 2.97493244661712E-17 
 651.7394 	 0.152854295775546 	 3.6189560924663 	 3.69798567315531E-17 	 7.91490927394131E-18 	 2.90649474576118E-17 
 652.7892 	 0.151131730630892 	 3.62941452359693 	 3.62329093434818E-17 	 7.83990951506919E-18 	 2.83929998284126E-17 
 653.8407 	 0.149406329102567 	 3.63989017562825 	 3.54990331487483E-17 	 7.76578576526834E-18 	 2.77332473834799E-17 
 654.8938 	 0.147678188996907 	 3.65038245473608 	 3.47780551442356E-17 	 7.69252782098277E-18 	 2.70855273232528E-17 
 655.9487 	 0.145947212507576 	 3.6608919547446 	 3.40696663720949E-17 	 7.62012066763945E-18 	 2.64495457044555E-17 
 657.0052 	 0.144213497440909 	 3.67141808182963 	 3.33736344813857E-17 	 7.54855206716718E-18 	 2.58250824142185E-17 
 658.0635 	 0.142477043796905 	 3.68196083599118 	 3.26897643884838E-17 	 7.47781116162686E-18 	 2.52119532268569E-17 
 659.1235 	 0.140737655962898 	 3.69252140487758 	 3.20177991378609E-17 	 7.40788491759541E-18 	 2.46099142202655E-17 
 660.1851 	 0.139863881724583 	 3.70252645178899 	 3.15231280297717E-17 	 7.33967385369215E-18 	 2.41834541760796E-17 
 661.2485 	 0.139627429858283 	 3.71212639565815 	 3.11515718524951E-17 	 7.27285967768733E-18 	 2.38787121748078E-17 
 662.3136 	 0.139390593625159 	 3.72174194481722 	 3.07850453311037E-17 	 7.20678360287986E-18 	 2.35782617282239E-17 
 663.3804 	 0.139153359771185 	 3.73137363737967 	 3.04234247777704E-17 	 7.14143253396916E-18 	 2.32819922438012E-17 
 664.4489 	 0.138915754804415 	 3.74102039711859 	 3.00666493437399E-17 	 7.07679763618668E-18 	 2.29898517075532E-17 
 665.5192 	 0.138677778724851 	 3.75068222403399 	 2.97146585812675E-17 	 7.01287016875625E-18 	 2.27017884125113E-17 
 666.5912 	 0.138439405024436 	 3.76036019435275 	 2.9367364093036E-17 	 6.94963960832837E-18 	 2.24177244847076E-17 
 667.6649 	 0.138200646957197 	 3.77005376996144 	 2.90246797021216E-17 	 6.88709565443723E-18 	 2.21375840476844E-17 
 668.7403 	 0.137961504523136 	 3.77976295086005 	 2.86865626010526E-17 	 6.82523094255892E-18 	 2.18613316584937E-17 
 669.8175 	 0.13772199097628 	 3.78948719893513 	 2.8352928911359E-17 	 6.76403546025031E-18 	 2.15888934511086E-17 
 670.8964 	 0.137482079808572 	 3.79922759041358 	 2.80236968505625E-17 	 6.70349940539525E-18 	 2.13201974451672E-17 
 671.977 	 0.137241784274042 	 3.80898358718195 	 2.76988259733602E-17 	 6.64361576264195E-18 	 2.10552102107182E-17 
 673.0594 	 0.13700109111866 	 3.8187557273537 	 2.7378223762885E-17 	 6.58437415551808E-18 	 2.07938496073669E-17 
 674.1435 	 0.136760026850483 	 3.82854293470191 	 2.70618385713744E-17 	 6.52576695869798E-18 	 2.05360716126764E-17 
 675.2294 	 0.136518564961455 	 3.8383462854535 	 2.67496065703843E-17 	 6.46778580793007E-18 	 2.02818207624542E-17 
 676.317 	 0.136276718705604 	 3.848165241495 	 2.64414527363927E-17 	 6.41042166940531E-18 	 2.00310310669874E-17 
 677.4063 	 0.136034474828901 	 3.85800034093988 	 2.61373281172001E-17 	 6.35366727551777E-18 	 1.97836608416823E-17 
 678.4975 	 0.135791846585376 	 3.86785104567467 	 2.58371602072776E-17 	 6.29751387938252E-18 	 1.95396463278951E-17 
 679.5903 	 0.135548833975028 	 3.87771735569939 	 2.55409017590191E-17 	 6.24195444052096E-18 	 1.92989473184981E-17 
 680.685 	 0.135305423743828 	 3.88759980912748 	 2.52484942457926E-17 	 6.18698123910913E-18 	 1.90615130066835E-17 
 681.7814 	 0.135061615891776 	 3.89749840595893 	 2.49598687658898E-17 	 6.13258593921056E-18 	 1.88272828266792E-17 
 682.8796 	 0.134817423672902 	 3.9074126080803 	 2.46749693051708E-17 	 6.0787610999729E-18 	 1.85962082051979E-17 
 683.9795 	 0.134572833833176 	 3.91734295360504 	 2.43937407958388E-17 	 6.02549939670545E-18 	 1.83682413991333E-17 
 685.0812 	 0.134327859626628 	 3.92728890441971 	 2.41161399590161E-17 	 5.97279432035789E-18 	 1.81433456386582E-17 
 686.1847 	 0.134082474545199 	 3.93725153675118 	 2.38421023717189E-17 	 5.92063804712022E-18 	 1.79214643245987E-17 
 687.2899 	 0.133836705096948 	 3.94722977437258 	 2.35715757064794E-17 	 5.86902358879297E-18 	 1.77025521176865E-17 
 688.397 	 0.133590538027845 	 3.95722415539735 	 2.33045188810994E-17 	 5.81794473209381E-18 	 1.74865741490056E-17 
 689.5058 	 0.13334397333789 	 3.96723467982548 	 2.30408604064995E-17 	 5.76739335739653E-18 	 1.7273467049103E-17 
 690.6164 	 0.133097011027085 	 3.97726134765698 	 2.27805711192825E-17 	 5.71736411765687E-18 	 1.70632070016257E-17 
 691.7288 	 0.132849651095427 	 3.98730415889185 	 2.25235818337109E-17 	 5.66784914376209E-18 	 1.68557326899488E-17 
 692.843 	 0.132601893542919 	 3.99736311353008 	 2.2269864402393E-17 	 5.61884324739175E-18 	 1.66510211550013E-17 
 693.959 	 0.132353738369559 	 4.00743821157169 	 2.20193518595137E-17 	 5.57033880099066E-18 	 1.6449013058523E-17 
 695.0768 	 0.132105185575348 	 4.01752945301666 	 2.17720075748768E-17 	 5.52233016596703E-18 	 1.62496774089098E-17 
 696.1964 	 0.131856221906256 	 4.02763737597844 	 2.15277857827391E-17 	 5.47481116436888E-18 	 1.60529746183702E-17 
 697.3177 	 0.131606873870342 	 4.03776090423015 	 2.12866414699023E-17 	 5.42777571151509E-18 	 1.58588657583872E-17 
 698.4409 	 0.13135710170552 	 4.04790165211211 	 2.10485213250951E-17 	 5.38121724034766E-18 	 1.56673040847475E-17 
 699.5659 	 0.131106945173875 	 4.05805800528399 	 2.08133911071284E-17 	 5.33513044064281E-18 	 1.54782606664856E-17 
 700.6928 	 0.13085637776735 	 4.06823103997269 	 2.05812079708347E-17 	 5.28950949720363E-18 	 1.52916984736311E-17 
 701.8214 	 0.130605412739973 	 4.07842021806476 	 2.03519211341732E-17 	 5.24434813549942E-18 	 1.51075729986738E-17 
 702.9518 	 0.130354036837717 	 4.08862607767364 	 2.01254895240913E-17 	 5.19964073932067E-18 	 1.49258487847706E-17 
 704.0841 	 0.130102263314609 	 4.09884808068588 	 1.99018811063832E-17 	 5.15538230377588E-18 	 1.47464988026074E-17 
 705.2182 	 0.130130773577628 	 4.10874132580177 	 1.97173526288233E-17 	 5.11187890740282E-18 	 1.46054737214205E-17 
 706.3541 	 0.130351123123916 	 4.11841465804548 	 1.95583372921262E-17 	 5.06900406085855E-18 	 1.44893332312676E-17 
 707.4919 	 0.1305718195317 	 4.12810321748866 	 1.94008954661494E-17 	 5.02654637805824E-18 	 1.43743490880912E-17 
 708.6314 	 0.13079287436303 	 4.1378075117046 	 1.92450085725143E-17 	 4.98450101138895E-18 	 1.42605075611253E-17 
 709.7729 	 0.131014287617906 	 4.14752754069333 	 1.90906631548953E-17 	 4.94286364303546E-18 	 1.41477995118599E-17 
 710.9161 	 0.131236047734277 	 4.15726279688151 	 1.89378361599735E-17 	 4.90162908185992E-18 	 1.40362070781136E-17 
 712.0612 	 0.131458177836244 	 4.16701429541578 	 1.87865097731271E-17 	 4.86079267930164E-18 	 1.39257170938254E-17 
 713.2082 	 0.131680654799707 	 4.17678102114952 	 1.8636666425317E-17 	 4.82034985088389E-18 	 1.38163165744331E-17 
 714.3569 	 0.131903501748766 	 4.18656398922934 	 1.84882841643487E-17 	 4.78029564111957E-18 	 1.37079885232292E-17 
 715.5076 	 0.13212669555932 	 4.19636218450863 	 1.83413552080618E-17 	 4.74062646554305E-18 	 1.36007287425187E-17 
 716.6601 	 0.13235025935547 	 4.20617662213401 	 1.81958580175504E-17 	 4.70133748481619E-18 	 1.34945205327342E-17 
 717.8144 	 0.132574181575166 	 4.21600679453216 	 1.80517759676394E-17 	 4.66242436064516E-18 	 1.33893516069943E-17 
 718.9706 	 0.132798462218408 	 4.22585270170308 	 1.79090882612461E-17 	 4.62388240632904E-18 	 1.3285205854917E-17 
 720.1287 	 0.133023101285195 	 4.23571434364679 	 1.77677832307801E-17 	 4.5857078210596E-18 	 1.31820754097205E-17 
 721.2886 	 0.133248098775528 	 4.24559172036327 	 1.76278449181845E-17 	 4.5478964407097E-18 	 1.30799484774748E-17 
 722.4504 	 0.133473466251457 	 4.25548533942583 	 1.74892575816E-17 	 4.51044415748198E-18 	 1.2978813424118E-17 
 723.6141 	 0.133699192150931 	 4.26539469326118 	 1.73520015072538E-17 	 4.47334653632717E-18 	 1.28786549709266E-17 
 724.7797 	 0.133925288036001 	 4.27532028944261 	 1.72160656635531E-17 	 4.43659997403052E-18 	 1.27794656895226E-17 
 725.9471 	 0.134151742344617 	 4.28526162039682 	 1.70814308528221E-17 	 4.40020015530315E-18 	 1.2681230697519E-17 
 727.1164 	 0.134378566638828 	 4.29521919369713 	 1.69480863452101E-17 	 4.36414357100825E-18 	 1.25839427742018E-17 
 728.2876 	 0.134605749356586 	 4.3051925017702 	 1.68160134436413E-17 	 4.32842602187325E-18 	 1.24875874217681E-17 
 729.4607 	 0.134833302059938 	 4.31518205218937 	 1.66851977768429E-17 	 4.29304373602265E-18 	 1.23921540408202E-17 
 730.6356 	 0.135061224748887 	 4.32518784495463 	 1.65556290487288E-17 	 4.25799333990751E-18 	 1.22976357088213E-17 
 731.8125 	 0.135289505861381 	 4.33520937249266 	 1.64272892842317E-17 	 4.2232708014121E-18 	 1.22040184828196E-17 
 732.9912 	 0.135518156959471 	 4.34524714237679 	 1.63001646747247E-17 	 4.18887249624671E-18 	 1.2111292178478E-17 
 734.1719 	 0.135747189605206 	 4.35530166218032 	 1.61742415927968E-17 	 4.15479484771772E-18 	 1.20194467450791E-17 
 735.3545 	 0.135976580674487 	 4.36537191675663 	 1.60495102887116E-17 	 4.12103465346277E-18 	 1.19284756352489E-17 
 736.5389 	 0.136206341729363 	 4.37545841367902 	 1.59259500459343E-17 	 4.08758776984185E-18 	 1.18383622760924E-17 
 737.7253 	 0.136436461207786 	 4.3855606453742 	 1.58035515092374E-17 	 4.05445109120317E-18 	 1.17491004180342E-17 
 738.9136 	 0.136666962233854 	 4.39567962698878 	 1.56823053151962E-17 	 4.02162153667681E-18 	 1.16606837785194E-17 
 740.1038 	 0.136897844807567 	 4.40581535852276 	 1.55621915269648E-17 	 3.98909512684192E-18 	 1.15730964001229E-17 
 741.2959 	 0.137129085804826 	 4.41596682482952 	 1.54432011583182E-17 	 3.95686887317314E-18 	 1.1486332285145E-17 
 742.4899 	 0.137360696787681 	 4.42613453348237 	 1.53253217761759E-17 	 3.9249395124117E-18 	 1.14003822637642E-17 
 743.6859 	 0.137592689318181 	 4.43631899205463 	 1.52085377112169E-17 	 3.89330352948291E-18 	 1.1315234181734E-17 
 744.8837 	 0.137825051834277 	 4.44651969297298 	 1.50928436835987E-17 	 3.86195833701632E-18 	 1.12308853465823E-17 
 746.0835 	 0.138057795898018 	 4.45673714381073 	 1.49782209810057E-17 	 3.83090021266894E-18 	 1.11473207683368E-17 
 747.2853 	 0.138290909947355 	 4.46697083699458 	 1.48646579178947E-17 	 3.80012607084555E-18 	 1.10645318470491E-17 
 748.489 	 0.138524393982287 	 4.47722077252451 	 1.47521461932041E-17 	 3.76963314156992E-18 	 1.09825130516342E-17 
 749.6946 	 0.138758259564865 	 4.48748745797386 	 1.46406742990553E-17 	 3.739418404479E-18 	 1.09012558945763E-17 
 750.9021 	 0.138992495133039 	 4.49777038576929 	 1.45302245556406E-17 	 3.7094783415107E-18 	 1.08207462141299E-17 
 752.1116 	 0.139227112248858 	 4.50807006348413 	 1.44207953381289E-17 	 3.67981082509778E-18 	 1.07409845130312E-17 
 753.3231 	 0.139462110912322 	 4.51838649111837 	 1.43123662048642E-17 	 3.65041215611899E-18 	 1.06619540487452E-17 
 754.5365 	 0.139697491123432 	 4.52871966867203 	 1.42049325370546E-17 	 3.6212800002554E-18 	 1.05836525367992E-17 
 755.7519 	 0.139933241320138 	 4.53906908857177 	 1.40984805242519E-17 	 3.59241127106008E-18 	 1.05060692531918E-17 
 756.9692 	 0.140268273658927 	 4.54925660967156 	 1.40018055242914E-17 	 3.56388688075024E-18 	 1.04379186435412E-17 
 758.1884 	 0.140642892661882 	 4.55939006267497 	 1.39092009643871E-17 	 3.53564899781271E-18 	 1.03735519665744E-17 
 759.4097 	 0.141018116007186 	 4.5695398631534 	 1.38173451767172E-17 	 3.5076628529906E-18 	 1.03096823237266E-17 
 760.6329 	 0.141393943694839 	 4.57970601110686 	 1.3726233340384E-17 	 3.47992607725201E-18 	 1.0246307263132E-17 
 761.8581 	 0.141770375724842 	 4.58988850653535 	 1.36358606146342E-17 	 3.45243631919729E-18 	 1.01834242954369E-17 
 763.0852 	 0.142147412097194 	 4.60008734943886 	 1.35462153566993E-17 	 3.4251905693032E-18 	 1.01210247873961E-17 
 764.3143 	 0.1425250711253 	 4.61030303519542 	 1.34572929099511E-17 	 3.39818654180827E-18 	 1.00591063681428E-17 
 765.5454 	 0.142903316182351 	 4.62053457304898 	 1.33690863851375E-17 	 3.37142174926203E-18 	 9.99766463587549E-18 
 766.7785 	 0.143282183895155 	 4.6307829537556 	 1.32815867805834E-17 	 3.34489351880738E-18 	 9.93669326177607E-18 
 768.0136 	 0.143661655950309 	 4.64104768193724 	 1.31947895964432E-17 	 3.31859964439624E-18 	 9.87618995204692E-18 
 769.2507 	 0.144041750661217 	 4.65132925297193 	 1.31086881708391E-17 	 3.2925377272193E-18 	 9.81615044361982E-18 
 770.4897 	 0.144422449714474 	 4.66162717148166 	 1.30232737958735E-17 	 3.26670519123307E-18 	 9.7565686046404E-18 
 771.7308 	 0.14480375311008 	 4.6719414374664 	 1.29385421222147E-17 	 3.24109990687393E-18 	 9.69744221534077E-18 
 772.9738 	 0.14518567916144 	 4.68227254630421 	 1.28544867066492E-17 	 3.21571956033041E-18 	 9.63876714631874E-18 
 774.2189 	 0.145568227868554 	 4.69262049799506 	 1.27710991240674E-17 	 3.190561668352E-18 	 9.5805374557154E-18 
 775.466 	 0.145951380918017 	 4.70298479716095 	 1.2688373138294E-17 	 3.16562398063953E-18 	 9.5227491576545E-18 
 776.715 	 0.146335156623234 	 4.71336593917989 	 1.26063025810874E-17 	 3.1409042734652E-18 	 9.46539830762222E-18 
 777.9661 	 0.146719536670801 	 4.72376342867385 	 1.25248833398138E-17 	 3.11640053778747E-18 	 9.40848280202634E-18 
 779.2192 	 0.147104557687525 	 4.73417825639891 	 1.24441073488999E-17 	 3.09211040793079E-18 	 9.35199694096906E-18 
 780.4743 	 0.147490183046599 	 4.74460943159898 	 1.2363968639528E-17 	 3.06803173785745E-18 	 9.29593690167052E-18 
 781.7315 	 0.147876449374832 	 4.75505794503015 	 1.22844613074376E-17 	 3.0441624066817E-18 	 9.24029890075594E-18 
 782.9906 	 0.148263320045414 	 4.76552280593634 	 1.2205579512115E-17 	 3.02050031832926E-18 	 9.1850791937857E-18 
 784.2518 	 0.148650813371749 	 4.77600450969558 	 1.21273174759939E-17 	 2.9970434012022E-18 	 9.13027407479171E-18 
 785.515 	 0.149038929353839 	 4.78650305630789 	 1.20496694836687E-17 	 2.97378960784862E-18 	 9.0758798758201E-18 
 786.7803 	 0.149427686305086 	 4.79701894115127 	 1.19726298811177E-17 	 2.9507369146375E-18 	 9.02189296648019E-18 
